"","X","Y","OBJECTID","ADD_ID_HC","ANUMBER","ANUMBERSUF","ST_PRE_MOD","ST_PRE_DIR","ST_PRE_TYP","ST_NAME","ST_POS_TYP","ST_POS_DIR","ST_POS_MOD","SUB_AD_TYP","SUB_AD_ID","CONCAT_AD","MUNI_NAME","ZIP","ZIP4","LANDMARK_1","LANDMARK_2","FLR_LVL","ADD_TYPE","LONGITUDE","LATITUDE","PID","GlobalID","number"
"302",477719.1556,4978538.1197,47657,188802,2303,NA,NA,NA,NA,"Pleasant","Avenue",NA,NA,NA,NA,"2303 Pleasant Avenue","Minneapolis",55404,NA,NA,NA,0,"Centroid",-93.2825,44.9599,"3402924210024","{B6F06255-647A-4BA9-997A-1B7CE232872F}","3"
"303",479914.7939,4977725.779,47671,291000,2723,NA,NA,NA,NA,"14th","Avenue","South",NA,NA,NA,"2723 14th Avenue South","Minneapolis",55407,NA,NA,NA,0,"Centroid",-93.2546,44.9527,"3502924420215","{70E09B29-0710-4130-820C-220DE56CC023}","3"
"304",480126.9778,4978588.6952,47722,217324,2213,NA,NA,NA,NA,"Bloomington","Avenue",NA,NA,NA,NA,"2213 Bloomington Avenue","Minneapolis",55404,NA,NA,NA,0,"Centroid",-93.252,44.9605,"3502924110037","{D2A59B2C-5E1D-4621-AE62-E44D8496CC26}","3"
"305",479920.6846,4978176.7226,47731,217494,2513,NA,NA,NA,NA,"14th","Avenue","South",NA,NA,NA,"2513 14th Avenue South","Minneapolis",55404,NA,NA,NA,0,"Centroid",-93.2546,44.9568,"3502924130331","{D1470DBD-94ED-4A6E-AF76-DB98215DA725}","3"
"306",482945.8506,4977717.1235,47793,166342,2733,NA,NA,NA,NA,"39th","Avenue","South",NA,NA,NA,"2733 39th Avenue South","Minneapolis",55406,NA,NA,NA,0,"Centroid",-93.2162,44.9527,"3102923420055","{393B6527-ED08-47B6-8673-7B6E1621EEC4}","3"
"307",483348.057,4979022.6375,47795,186378,103,NA,NA,NA,NA,"Warwick","Street","Southeast",NA,NA,NA,"103 Warwick Street Southeast","Minneapolis",55414,NA,NA,NA,0,"Centroid",-93.2112,44.9645,"3002923440132","{49E56833-6DC7-48A4-BA53-0369C0AFDA53}","3"
"308",483045.7874,4977716.7823,47888,226721,2733,NA,NA,NA,NA,"40th","Avenue","South",NA,NA,NA,"2733 40th Avenue South","Minneapolis",55406,NA,NA,NA,0,"Centroid",-93.2149,44.9527,"3102923420027","{824D06FC-DD1A-492C-A3D2-31DCE40CEF4F}","3"
"309",478808.5393,4977588.8031,47916,217814,2813,NA,NA,NA,NA,"5th","Avenue","South",NA,NA,NA,"2813 5th Avenue South","Minneapolis",55408,NA,NA,NA,0,"Centroid",-93.2687,44.9514,"3402924440109","{DE3E9549-C023-4882-93A7-0399CD63FAA0}","3"
"310",481279.9377,4978578.8839,47998,182331,2213,NA,NA,NA,NA,"24th","Avenue","South",NA,NA,NA,"2213 24th Avenue South","Minneapolis",55406,NA,NA,NA,0,"Centroid",-93.2374,44.9604,"3602924210410","{B5D6C841-C5AE-43CA-BD8E-E4D946315B83}","3"
"311",475229.9577,4979545.7191,48018,177703,1033,NA,NA,NA,NA,"Thomas","Avenue","South",NA,NA,NA,"1033 Thomas Avenue South","Minneapolis",55405,NA,NA,NA,0,"Centroid",-93.3141,44.9689,"2902924420001","{AAED7F84-ED45-4E64-93A9-B22A20494183}","3"
"312",482260.3298,4979418.8274,48023,173333,933,NA,NA,NA,NA,"Dartmouth","Avenue",NA,NA,NA,NA,"933 Dartmouth Avenue","Minneapolis",55414,NA,NA,NA,0,"Centroid",-93.225,44.968,"3002923320110","{376A28B3-28D2-477B-87D0-97A8B8CF00C3}","3"
"313",482263.2793,4979434.2161,48055,205643,913,NA,NA,NA,NA,"Dartmouth","Avenue",NA,NA,NA,NA,"913 Dartmouth Avenue","Minneapolis",55414,NA,NA,NA,0,"Centroid",-93.2249,44.9681,"3002923320105","{7DD60096-5E00-4CD3-9783-9306BDAAF2F0}","3"
"314",475212.6449,4980089.9607,48091,166559,253,NA,NA,NA,NA,"Upton","Avenue","South",NA,NA,NA,"253 Upton Avenue South","Minneapolis",55405,NA,NA,NA,0,"Centroid",-93.3144,44.9738,"2902924120007","{B26A0E55-4FA2-460E-9629-02A6D4B569EE}","3"
"315",474609.434,4977625.956,48191,167255,3403,NA,NA,NA,NA,"Saint Paul","Avenue",NA,NA,NA,NA,"3403 Saint Paul Avenue","Minneapolis",55416,NA,NA,NA,0,"Centroid",-93.3219,44.9516,"3202924340519","{5F72C4F1-460E-4982-97BC-3528BDEED29F}","3"
"316",475276.1745,4978838.3331,48245,166721,2503,NA,NA,NA,NA,"Franklin","Avenue","West",NA,NA,NA,"2503 Franklin Avenue West","Minneapolis",55405,NA,NA,NA,0,"Centroid",-93.3135,44.9626,"3202924110139","{263A7DF9-BDF7-4FDF-AF5F-3005F6FF2AE4}","3"
"317",480127.0196,4978619.6348,48281,290725,2203,NA,NA,NA,NA,"Bloomington","Avenue",NA,NA,NA,NA,"2203 Bloomington Avenue","Minneapolis",55404,NA,NA,NA,0,"Centroid",-93.252,44.9607,"3502924110034","{5737CD78-E73C-4665-92DF-BD3451CBE1E9}","3"
"318",481427.1228,4978610.8141,48318,217350,2513,NA,NA,NA,NA,"22nd","Street","East",NA,NA,NA,"2513 22nd Street East","Minneapolis",55406,NA,NA,NA,0,"Centroid",-93.2355,44.9607,"3602924120119","{2284AE0F-AB75-4840-B145-FAF21B505AB7}","3"
"319",476392.9527,4977376.1356,48389,231896,2883,NA,NA,NA,NA,"Holmes","Avenue","South",NA,NA,NA,"2883 Holmes Avenue South","Minneapolis",55408,NA,NA,NA,0,"Centroid",-93.2993,44.9494,"3302924340005","{96E1C77D-D50E-4A26-A37B-7C33557FDB17}","3"
"320",482405.8911,4978520.2407,48437,177749,2313,NA,NA,NA,NA,"Minneapolis","Avenue",NA,NA,NA,NA,"2313 Minneapolis Avenue","Minneapolis",55406,NA,NA,NA,0,"Centroid",-93.2231,44.9599,"3102923220095","{350AC7CE-C9F8-4178-93CD-B7D065347EC1}","3"
"321",477507.6154,4977734.5768,48579,178313,2723,NA,NA,NA,NA,"Harriet","Avenue",NA,NA,NA,NA,"2723 Harriet Avenue","Minneapolis",55408,NA,NA,NA,0,"Centroid",-93.2852,44.9527,"3402924320192","{80C04901-E515-4D5A-B9AA-B23720308448}","3"
"322",481160.0746,4978733.3205,48588,205926,2103,NA,NA,NA,NA,"23rd","Avenue","South",NA,NA,NA,"2103 23rd Avenue South","Minneapolis",55404,NA,NA,NA,0,"Centroid",-93.2389,44.9618,"3602924210417","{5E1A7190-F87E-4F96-9166-8AC2642915BB}","3"
"323",479738.3269,4978616.3346,48597,217944,1203,NA,NA,NA,NA,"22nd","Street","East",NA,NA,NA,"1203 22nd Street East","Minneapolis",55404,NA,NA,NA,0,"Centroid",-93.2569,44.9607,"3502924120199","{FC9326C7-30BA-4AFD-8F63-02B291B99C7C}","3"
"324",480011.6259,4977475.0825,48604,179573,2833,"1/2",NA,NA,NA,"Bloomington","Avenue",NA,NA,NA,NA,"2833 1/2 Bloomington Avenue","Minneapolis",55407,NA,NA,NA,0,"Centroid",-93.2534,44.9504,"3502924430119","{955E7C4E-10C2-4D80-B920-234BA0EB68CD}","3"
"325",480232.8597,4977443.0787,48616,222194,2853,NA,NA,NA,NA,"16th","Avenue","South",NA,NA,NA,"2853 16th Avenue South","Minneapolis",55407,NA,NA,NA,0,"Centroid",-93.2506,44.9502,"3502924440005","{9E210C8B-56C8-423A-B75C-FC0F285D804B}","3"
"326",480134.6478,4977443.3131,48617,222967,2853,NA,NA,NA,NA,"Bloomington","Avenue",NA,NA,NA,NA,"2853 Bloomington Avenue","Minneapolis",55407,NA,NA,NA,0,"Centroid",-93.2518,44.9502,"3502924440004","{C9290938-2695-4590-B5DF-6EF525554852}","3"
"327",480219.484,4978141.239,48631,226238,2523,NA,NA,NA,NA,"16th","Avenue","South",NA,NA,NA,"2523 16th Avenue South","Minneapolis",55404,NA,NA,NA,0,"Centroid",-93.2508,44.9564,"3502924140102","{8928F419-619C-4FB4-A7C7-D50F1D8C11E2}","3"
"328",481083.6371,4978578.5289,48636,215188,2213,NA,NA,NA,NA,"Milwaukee","Avenue",NA,NA,NA,NA,"2213 Milwaukee Avenue","Minneapolis",55404,NA,NA,NA,0,"Centroid",-93.2399,44.9604,"3602924210412","{4D16C815-5576-4F38-8ADE-A97022E9D51C}","3"
"329",480214.9878,4977747.6085,48649,215826,2723,NA,NA,NA,NA,"16th","Avenue","South",NA,NA,NA,"2723 16th Avenue South","Minneapolis",55407,NA,NA,NA,0,"Centroid",-93.2508,44.9529,"3502924410088","{A55D97CB-997C-43A7-9322-43EDA02068DA}","3"
"330",479832.5454,4977445.2637,48655,225914,2853,NA,NA,NA,NA,"13th","Avenue","South",NA,NA,NA,"2853 13th Avenue South","Minneapolis",55407,NA,NA,NA,0,"Centroid",-93.2557,44.9502,"3502924430002","{7337B819-DD72-4119-95BC-BAD5B67CF9E2}","3"
"331",482773.6598,4979789.5089,48695,167734,2713,NA,NA,NA,NA,"Delaware","Street","Southeast",NA,NA,NA,"2713 Delaware Street Southeast","Minneapolis",55414,NA,NA,NA,0,"Centroid",-93.2185,44.9713,"3002923240013","{16463F14-2490-4927-9667-F9D6D8575844}","3"
"332",482178.89,4979455.8701,48705,193144,833,NA,NA,"East",NA,"River","Parkway",NA,NA,NA,NA,"833 East River Parkway","Minneapolis",55414,NA,NA,NA,0,"Centroid",-93.226,44.9683,"3002923320059","{87EAA41B-D0A8-4B72-B93C-4F9F7611CE6E}","3"
"333",477787.7904,4974575.3924,48725,230309,4323,NA,NA,NA,NA,"Pillsbury","Avenue",NA,NA,NA,NA,"4323 Pillsbury Avenue","Minneapolis",55409,NA,NA,NA,0,"Centroid",-93.2815,44.9243,"1002824310137","{873BE315-3D34-4A97-BD45-23EF3FA9F75E}","3"
"334",475198.3289,4977879.5668,48939,305703,2723,NA,NA,NA,NA,"Dean","Parkway",NA,NA,NA,NA,"2723 Dean Parkway","Minneapolis",55416,NA,NA,NA,0,"Centroid",-93.3144,44.9539,"3202924420022","{0B38F39E-9503-411B-AA6C-3C5BB4B2DE49}","3"
"335",479468.3177,4978823.019,48963,291291,913,NA,NA,NA,NA,"Franklin","Avenue","East",NA,NA,NA,"913 Franklin Avenue East","Minneapolis",55404,NA,NA,NA,0,"Centroid",-93.26033471,44.96254895,"3502924210279","{062A4403-10E1-42DA-8F8B-B9C9535B7277}","3"
"336",477411.5894,4978186.7666,48977,216931,2513,NA,NA,NA,NA,"Garfield","Avenue",NA,NA,NA,NA,"2513 Garfield Avenue","Minneapolis",55405,NA,NA,NA,0,"Centroid",-93.2864,44.9568,"3402924230131","{CECF2E69-0DE7-452B-A623-BC4BA1350F6D}","3"
"337",482040.5121,4977813.6249,49006,203677,3013,NA,NA,NA,NA,"27th","Street","East",NA,NA,NA,"3013 27th Street East","Minneapolis",55406,NA,NA,NA,0,"Centroid",-93.2277,44.9535,"3602924410111","{F5F3E2C2-7517-4555-9284-86DF62A832B0}","3"
"338",480222.8377,4978375.5063,49125,216194,2413,NA,NA,NA,NA,"16th","Avenue","South",NA,NA,NA,"2413 16th Avenue South","Minneapolis",55404,NA,NA,NA,0,"Centroid",-93.2508,44.9585,"3502924140034","{3E15107C-5885-4591-BD6F-4EE0636B3CAE}","3"
"339",481023.7849,4978743.4529,49141,184927,2023,NA,NA,NA,NA,"22nd","Avenue","South",NA,NA,NA,"2023 22nd Avenue South","Minneapolis",55404,NA,NA,NA,0,"Centroid",-93.2406,44.9619,"3602924210442","{920C1520-D698-4A7B-992E-CFE313466DBA}","3"
"340",481534.3088,4978512.4267,49174,215347,2313,NA,NA,NA,NA,"26th","Avenue","South",NA,NA,NA,"2313 26th Avenue South","Minneapolis",55406,NA,NA,NA,0,"Centroid",-93.2341,44.9598,"3602924120158","{214DCDBB-1643-4A20-A7FF-4F5B2414EC27}","3"
"341",483569.1182,4979140.178,49202,171891,113,NA,NA,NA,NA,"Bedford","Street","Southeast",NA,NA,NA,"113 Bedford Street Southeast","Minneapolis",55414,NA,NA,NA,0,"Centroid",-93.2084,44.9655,"3002923440017","{9F1C9904-9269-4B9E-8893-52E010CC2984}","3"
"342",479809.713,4977352.8138,49302,290599,2923,NA,NA,NA,NA,"13th","Avenue","South",NA,NA,NA,"2923 13th Avenue South","Minneapolis",55407,NA,NA,NA,0,"Centroid",-93.256,44.9493,"3502924430025","{2FFDC883-A0E4-471E-9793-10745E78B72F}","3"
"343",480211.5218,4977387.1458,49383,224708,2913,NA,NA,NA,NA,"16th","Avenue","South",NA,NA,NA,"2913 16th Avenue South","Minneapolis",55407,NA,NA,NA,0,"Centroid",-93.2509,44.9497,"3502924440040","{4BE19130-3E68-4B58-BCA4-CD9823760954}","3"
"344",481578.3934,4981845.5695,49445,163994,1063,NA,NA,NA,NA,"13th","Avenue","Southeast",NA,NA,NA,"1063 13th Avenue Southeast","Minneapolis",55414,NA,NA,NA,0,"Centroid",-93.2337,44.9898,"2402924120042","{80C648F0-42E1-415C-8903-1BA3B6231FC4}","3"
"345",482080.3239,4981700.3863,49449,178557,1023,NA,NA,NA,NA,"18th","Avenue","Southeast",NA,NA,NA,"1023 18th Avenue Southeast","Minneapolis",55414,NA,NA,NA,0,"Centroid",-93.2273,44.9885,"2402924110202","{38C2CB28-53EF-4E83-A43F-2C4CED2754FE}","3"
"346",482443.7475,4977521.905,49459,167018,2833,NA,NA,NA,NA,"34th","Avenue","South",NA,NA,NA,"2833 34th Avenue South","Minneapolis",55406,NA,NA,NA,0,"Centroid",-93.2226,44.9509,"3102923340211","{5AF37937-5961-43C3-957B-93768BDB1E17}","3"
"347",480274.3069,4982358.6213,49479,165566,933,NA,NA,NA,NA,"3rd","Avenue","Northeast",NA,"Unit","933","933 3rd Avenue Northeast Unit 933","Minneapolis",55413,NA,NA,NA,0,"Centroid",-93.2503,44.9944,"1402924440235","{F85604A5-CB38-47B2-90B1-E9B11E18A237}","3"
"348",474581.6481,4977764.0942,49515,234872,3403,NA,NA,NA,NA,"28th","Street","West",NA,NA,NA,"3403 28th Street West","Minneapolis",55416,NA,NA,NA,0,"Centroid",-93.3222,44.9529,"3202924310040","{E61A1C86-7D08-47BF-93A9-BA318A7A028A}","3"
"349",475417.7871,4978543.5868,49667,230467,2423,NA,NA,NA,NA,"22nd","Street","West",NA,NA,NA,"2423 22nd Street West","Minneapolis",55405,NA,NA,NA,0,"Centroid",-93.3117,44.9599,"3202924110077","{F426667C-5EF4-49C1-A9D5-410F72DC0496}","3"
"350",481550.9934,4978408.7123,49740,214985,2613,NA,NA,NA,NA,"24th","Street","East",NA,NA,NA,"2613 24th Street East","Minneapolis",55406,NA,NA,NA,0,"Centroid",-93.2339,44.9589,"3602924130115","{D4AEF579-5253-41D0-AED7-110B38F8E168}","3"
"351",478917.4941,4977717.3094,49741,182739,2733,NA,NA,NA,NA,"Portland","Avenue",NA,NA,NA,NA,"2733 Portland Avenue","Minneapolis",55407,NA,NA,NA,0,"Centroid",-93.2673,44.9526,"3502924320441","{DF04CA39-EC70-41D2-B29C-2F57096F594D}","3"
"352",479614.9207,4977725.185,49769,217505,2733,NA,NA,NA,NA,"11th","Avenue","South",NA,NA,NA,"2733 11th Avenue South","Minneapolis",55407,NA,NA,NA,0,"Centroid",-93.2584,44.9527,"3502924310062","{2D89CB32-67B3-4F0B-8ABF-0D412A0E1D81}","3"
"353",483144.748,4977716.333,49786,175117,2723,NA,NA,NA,NA,"41st","Avenue","South",NA,NA,NA,"2723 41st Avenue South","Minneapolis",55406,NA,NA,NA,0,"Centroid",-93.2137,44.9527,"3102923420005","{F3BAADA6-679C-4228-BE39-E12B0A160BE0}","3"
"354",475514.5475,4980286.9705,49794,164775,53,NA,NA,NA,NA,"Russell","Avenue","South",NA,NA,NA,"53 Russell Avenue South","Minneapolis",55405,NA,NA,NA,0,"Centroid",-93.3105,44.9756,"2902924110207","{565A6482-13D1-470C-BF8A-676B14D6B0CC}","3"
"355",482248.2762,4978116.3033,49799,166650,2533,NA,NA,NA,NA,"32nd","Avenue","South",NA,NA,NA,"2533 32nd Avenue South","Minneapolis",55406,NA,NA,NA,0,"Centroid",-93.2251,44.9563,"3102923230099","{26839CF9-87A7-4C8A-B8EF-0C761865F9AE}","3"
"356",482669.1669,4978008.5628,49870,215797,3613,NA,NA,NA,NA,"26th","Street","East",NA,NA,NA,"3613 26th Street East","Minneapolis",55406,NA,NA,NA,0,"Centroid",-93.2197,44.9553,"3102923310031","{F88A9C88-D430-4B22-87E6-8AB4E683AE5B}","3"
"357",483116.1973,4979174.0942,49917,167478,83,NA,NA,NA,NA,"Barton","Avenue","Southeast",NA,NA,NA,"83 Barton Avenue Southeast","Minneapolis",55414,NA,NA,NA,0,"Centroid",-93.2141,44.9658,"3002923430059","{BD0B58CD-2947-4DB4-85B6-AD757BEC9BBC}","3"
"358",477206.7781,4978079.8337,49972,236141,2553,NA,NA,NA,NA,"Aldrich","Avenue","South",NA,NA,NA,"2553 Aldrich Avenue South","Minneapolis",55405,NA,NA,NA,0,"Centroid",-93.289,44.9558,"3302924140179","{33C8D03F-B2C0-431B-B4FE-A7BC7988A570}","3"
"359",476503.179,4977532.3785,49986,170102,2833,NA,NA,NA,NA,"Hennepin","Avenue",NA,NA,NA,NA,"2833 Hennepin Avenue","Minneapolis",55408,NA,NA,NA,0,"Centroid",-93.2979,44.9508,"3302924430039","{7D815D56-D38A-449B-856F-629BF26C34EE}","3"
"360",479814.0653,4977622.6289,50025,184430,1303,NA,NA,NA,NA,"28th","Street","East",NA,NA,NA,"1303 28th Street East","Minneapolis",55407,NA,NA,NA,0,"Centroid",-93.2559,44.9518,"3502924430091","{07AE5AF5-36CB-4D2B-B99B-511DD81217A2}","3"
"361",477383.9306,4975293.4154,50085,227474,3953,NA,NA,NA,NA,"Garfield","Avenue",NA,NA,NA,NA,"3953 Garfield Avenue","Minneapolis",55409,NA,NA,NA,0,"Centroid",-93.2866,44.9307,"1002824220190","{93409833-CEF4-4E9B-A31B-BE72E2AB748A}","3"
"362",474884.0005,4978285.3295,50251,200078,2843,NA,NA,NA,NA,"Burnham","Boulevard",NA,NA,NA,NA,"2843 Burnham Boulevard","Minneapolis",55416,NA,NA,NA,0,"Centroid",-93.3184,44.9576,"3202924130093","{56A6BFFD-6D12-4D30-844B-00F7C6CE7581}","3"
"363",475578.355,4979979.3429,50315,200439,433,NA,NA,NA,NA,"Cedar Lake","Road","South",NA,NA,NA,"433 Cedar Lake Road South","Minneapolis",55405,NA,NA,NA,0,"Centroid",-93.3097,44.9728,"2902924140031","{784B07E8-956A-4410-936E-30BC0D0303E7}","3"
"364",474520.4514,4973611.2061,50484,228724,3523,NA,NA,NA,NA,"48th","Street","West",NA,NA,NA,"3523 48th Street West","Minneapolis",55410,NA,NA,NA,0,"Centroid",-93.3228,44.9155,"1702824240205","{60BBB3B4-6B08-44A0-968C-02E9B1E0EF67}","3"
"365",474197.4702,4977716.0733,50526,170259,2733,NA,NA,NA,NA,"Ewing","Avenue","South",NA,NA,NA,"2733 Ewing Avenue South","Minneapolis",55416,NA,NA,NA,0,"Centroid",-93.3271,44.9524,"3202924320029","{45145896-598E-4DD7-8899-9190227672F2}","3"
"366",482367.2446,4978124.0239,50650,165595,2533,NA,NA,NA,NA,"33rd","Avenue","South",NA,NA,NA,"2533 33rd Avenue South","Minneapolis",55406,NA,NA,NA,0,"Centroid",-93.2236,44.9563,"3102923230161","{468B2A22-29AA-4766-AD07-94DE46D83E88}","3"
"367",475522.3792,4979948.2626,50675,165591,453,NA,NA,NA,NA,"Cedar Lake","Road","South",NA,NA,NA,"453 Cedar Lake Road South","Minneapolis",55405,NA,NA,NA,0,"Centroid",-93.3104,44.9726,"2902924140026","{407A90B7-9CD1-4531-AC25-6156DA56B149}","3"
"368",474096.6236,4977640.6462,50690,181276,2753,NA,NA,NA,NA,"France","Avenue","South",NA,NA,NA,"2753 France Avenue South","Minneapolis",55416,NA,NA,NA,0,"Centroid",-93.3284,44.9517,"3202924330033","{835F8BDD-C962-43C6-AB4B-7C23BE9891B1}","3"
"369",483004.7878,4979528.7908,50782,169020,33,NA,NA,NA,NA,"Arthur","Avenue","Southeast",NA,NA,NA,"33 Arthur Avenue Southeast","Minneapolis",55414,NA,NA,NA,0,"Centroid",-93.2155,44.969,"3002923420074","{0C74361A-B157-496D-B68E-0A42F1C91940}","3"
"370",476204.0931,4976459.0358,50879,165957,1523,NA,NA,NA,NA,"34th","Street","West",NA,NA,NA,"1523 34th Street West","Minneapolis",55408,NA,NA,NA,0,"Centroid",-93.3016,44.9412,"0402824310367","{8DB4B0F4-49A9-4B85-AF83-84F51C93D2B0}","3"
"371",483274.7132,4979069.1419,50915,215733,1913,NA,NA,NA,NA,"Franklin","Avenue","Southeast",NA,NA,NA,"1913 Franklin Avenue Southeast","Minneapolis",55414,NA,NA,NA,0,"Centroid",-93.2121,44.9649,"3002923440091","{4F02C617-EBC0-429C-BC67-4F69DD5F8CEF}","3"
"372",483046.3274,4977314.0712,51265,173219,2933,NA,NA,NA,NA,"40th","Avenue","South",NA,NA,NA,"2933 40th Avenue South","Minneapolis",55406,NA,NA,NA,0,"Centroid",-93.2149,44.9491,"3102923430036","{BED7DE8C-7879-4D63-B395-7F27127D3C1B}","3"
"373",474424.441,4977524.6978,51273,167095,3523,NA,NA,NA,NA,"Saint Paul","Avenue",NA,NA,NA,NA,"3523 Saint Paul Avenue","Minneapolis",55416,NA,NA,NA,0,"Centroid",-93.3242,44.9507,"3202924330170","{628D3277-5C55-48FA-913C-61A4BF7456B5}","3"
"374",480819.2363,4982068.2076,51289,235238,863,NA,NA,NA,NA,"Hennepin","Avenue","East",NA,NA,NA,"863 Hennepin Avenue East","Minneapolis",55414,NA,NA,NA,0,"Centroid",-93.2433,44.9918,"1302924330106","{DC6AAAA6-BE69-493A-A6B8-476C00CD7480}","3"
"375",482330.3788,4978591.6725,51440,165990,2233,NA,NA,NA,NA,"Minneapolis","Avenue",NA,NA,NA,NA,"2233 Minneapolis Avenue","Minneapolis",55406,NA,NA,NA,0,"Centroid",-93.224,44.9606,"3102923220088","{9C0AB5B0-DA97-43BD-845A-1C61F9931F92}","3"
"376",483482.1752,4977505.3717,51447,181237,2853,NA,NA,NA,NA,"Dorman","Avenue",NA,NA,NA,NA,"2853 Dorman Avenue","Minneapolis",55406,NA,NA,NA,0,"Centroid",-93.2094,44.9508,"3102923440140","{EC3E976C-0840-4C27-BB40-B85C599F505F}","3"
"377",480068.2974,4978819.4919,51455,172342,1513,NA,NA,NA,NA,"Franklin","Avenue","East",NA,NA,NA,"1513 Franklin Avenue East","Minneapolis",55404,NA,NA,NA,0,"Centroid",-93.2527,44.9625,"3502924120005","{BAC804D2-ABFE-4D52-B61F-31B029F14611}","3"
"378",477716.3983,4977794.1926,51475,191431,2713,NA,NA,NA,NA,"Pleasant","Avenue",NA,NA,NA,NA,"2713 Pleasant Avenue","Minneapolis",55408,NA,NA,NA,0,"Centroid",-93.2825,44.9532,"3402924310073","{2BCC67BF-2122-473C-A106-E4C5CDC912DA}","3"
"379",474505.0508,4977790.3322,51486,199969,3503,NA,NA,NA,NA,"Cedar Lake","Avenue",NA,NA,NA,NA,"3503 Cedar Lake Avenue","Minneapolis",55416,NA,NA,NA,0,"Centroid",-93.3232,44.9531,"3202924310049","{A640F9E1-8CA1-4788-961C-B49A79A3A20D}","3"
"380",479715.8567,4977784.2534,51526,215588,2713,NA,NA,NA,NA,"12th","Avenue","South",NA,NA,NA,"2713 12th Avenue South","Minneapolis",55407,NA,NA,NA,0,"Centroid",-93.2572,44.9532,"3502924420183","{65CF1A53-A9F7-47A1-8FD1-D429A6153E6E}","3"
"381",478923.0304,4978773.5917,51573,190511,2013,NA,NA,NA,NA,"Portland","Avenue",NA,NA,NA,NA,"2013 Portland Avenue","Minneapolis",55404,NA,NA,NA,0,"Centroid",-93.2673,44.9621,"3502924220091","{BEA7D157-98AD-42C3-AA8A-33E41A313468}","3"
"382",478922.9738,4978750.691,51642,216651,2023,NA,NA,NA,NA,"Portland","Avenue",NA,NA,NA,NA,"2023 Portland Avenue","Minneapolis",55404,NA,NA,NA,0,"Centroid",-93.2673,44.9619,"3502924220098","{3D5E1477-EA45-4A58-A517-435CFA868B6E}","3"
"383",480016.538,4977922.3575,51660,215968,2633,NA,NA,NA,NA,"15th","Avenue","South",NA,NA,NA,"2633 15th Avenue South","Minneapolis",55407,NA,NA,NA,0,"Centroid",-93.2534,44.9545,"3502924420070","{D0979973-52A1-48A1-8849-A49A41FC111F}","3"
"384",483599.3528,4978861.9696,51674,205478,2223,NA,NA,NA,NA,"Sharon","Avenue","Southeast",NA,NA,NA,"2223 Sharon Avenue Southeast","Minneapolis",55414,NA,NA,NA,0,"Centroid",-93.208,44.963,"3002923440166","{FDD9A90B-2124-48B8-9469-76554758BE43}","3"
"385",476224.4662,4978495.5714,51686,323036,2323,NA,NA,"East",NA,"Lake Of The Isles","Parkway",NA,NA,NA,NA,"2323 East Lake Of The Isles Parkway","Minneapolis",55405,NA,NA,NA,0,"Centroid",-93.3015,44.9595,"3302924210060","{70EF0B8C-4432-4568-9F4C-3A84EC294DCF}","3"
"386",481407.1972,4978694.9695,51701,183759,2113,NA,NA,NA,NA,"25th","Avenue","South",NA,NA,NA,"2113 25th Avenue South","Minneapolis",55406,NA,NA,NA,0,"Centroid",-93.2358,44.9615,"3602924120061","{45D0DDFB-286D-42A5-9A45-160A904EDA4B}","3"
"387",483346.2692,4977514.293,51719,184507,2833,NA,NA,NA,NA,"43rd","Avenue","South",NA,NA,NA,"2833 43rd Avenue South","Minneapolis",55406,NA,NA,NA,0,"Centroid",-93.2111,44.9509,"3102923440111","{3BF77A28-4CB5-4C15-9F7D-4D59D2D3FCA9}","3"
"388",477105.3393,4977942.1733,51782,173789,2633,NA,NA,NA,NA,"Bryant","Avenue","South",NA,NA,NA,"2633 Bryant Avenue South","Minneapolis",55408,NA,NA,NA,0,"Centroid",-93.2903,44.9546,"3302924410198","{B34DA7EF-AFE3-47F4-A23D-76612884AB83}","3"
"389",474296.821,4977708.0135,51848,171668,2733,NA,NA,NA,NA,"Drew","Avenue","South",NA,NA,NA,"2733 Drew Avenue South","Minneapolis",55416,NA,NA,NA,0,"Centroid",-93.3259,44.9524,"3202924320015","{45B9802D-53BC-43F4-9DE5-55BFF3881499}","3"
"390",479675.188,4978790.3209,51859,196144,1113,NA,NA,NA,NA,"Franklin","Avenue","East",NA,NA,NA,"1113 Franklin Avenue East","Minneapolis",55404,NA,NA,NA,0,"Centroid",-93.2577,44.9623,"3502924210198","{9A39B12D-4AC5-4B63-AC19-85DC44D0EB44}","3"
"391",481902.4717,4978176.4737,51916,181625,2513,NA,NA,NA,NA,"29th","Avenue","South",NA,NA,NA,"2513 29th Avenue South","Minneapolis",55406,NA,NA,NA,0,"Centroid",-93.2295,44.9568,"3602924140133","{35F5BC3D-7AC2-4A7A-B28E-96AB41529A5D}","3"
"392",477105.7555,4977995.803,51944,182749,2613,NA,NA,NA,NA,"Bryant","Avenue","South",NA,NA,NA,"2613 Bryant Avenue South","Minneapolis",55408,NA,NA,NA,0,"Centroid",-93.2903,44.955,"3302924410150","{4FD67ED0-ED3A-4454-A09F-3B0397198E0C}","3"
"393",477204.1134,4977822.6527,52031,171281,2703,NA,NA,NA,NA,"Aldrich","Avenue","South",NA,NA,NA,"2703 Aldrich Avenue South","Minneapolis",55408,NA,NA,NA,0,"Centroid",-93.289,44.9535,"3302924410048","{27819875-C708-4F9D-8A92-E361A2EDCFB6}","3"
