"","X","Y","OBJECTID","ADD_ID_HC","ANUMBER","ANUMBERSUF","ST_PRE_MOD","ST_PRE_DIR","ST_PRE_TYP","ST_NAME","ST_POS_TYP","ST_POS_DIR","ST_POS_MOD","SUB_AD_TYP","SUB_AD_ID","CONCAT_AD","MUNI_NAME","ZIP","ZIP4","LANDMARK_1","LANDMARK_2","FLR_LVL","ADD_TYPE","LONGITUDE","LATITUDE","PID","GlobalID","number"
"95",479888.2045,4981857.413,35173,532966,423,NA,NA,NA,NA,"1st","Avenue","Northeast",NA,NA,NA,"423 1st Avenue Northeast","Minneapolis",55413,NA,NA,NA,0,"Centroid",-93.2551,44.9899,"2302924120248","{51844F96-7AFD-449C-AA45-7D10CB937AA1}","3"
"96",479756.0493,4981796.089,35175,532968,303,NA,NA,NA,NA,"1st","Avenue","Northeast",NA,NA,NA,"303 1st Avenue Northeast","Minneapolis",55413,NA,NA,NA,0,"Centroid",-93.2568,44.9893,"2302924120247","{49165B47-A2BC-4F2D-A0F5-710443F56AF3}","3"
"97",479807.3073,4981818.627,35180,532973,313,NA,NA,NA,NA,"1st","Avenue","Northeast",NA,NA,NA,"313 1st Avenue Northeast","Minneapolis",55413,NA,NA,NA,0,"Centroid",-93.2562,44.9895,"2302924120247","{3B375505-30A1-4E6C-A2B1-12B4AE5670E8}","3"
"98",477108.1885,4981346.6784,35760,533587,833,NA,NA,NA,NA,"Gertrude Brown","Place",NA,NA,NA,NA,"833 Gertrude Brown Place","Minneapolis",55411,NA,NA,NA,0,"Structure",-93.29037407,44.98519425,"2102924140069","{D456DEC5-3F30-4ADC-87BA-035CE7101CCA}","3"
"99",477083.9277,4981325.017,35765,533592,843,NA,NA,NA,NA,"Gertrude Brown","Place",NA,NA,NA,NA,"843 Gertrude Brown Place","Minneapolis",55411,NA,NA,NA,0,"Structure",-93.29068081,44.98499848,"2102924140069","{243C86D3-E3DF-478C-8956-A9C274CD7185}","3"
"100",477148.635,4981371.558,35771,533598,723,NA,NA,NA,NA,"Aldrich","Avenue","North",NA,NA,NA,"723 Aldrich Avenue North","Minneapolis",55411,NA,NA,NA,0,"Structure",-93.28985393,44.98541954,"2102924140069","{33EA0C02-A000-448D-8037-6784185AF37C}","3"
"101",477393.3609,4977286.3127,36359,534318,2953,NA,NA,NA,NA,"Garfield","Avenue",NA,NA,NA,NA,"2953 Garfield Avenue","Minneapolis",55408,NA,NA,NA,0,"Centroid",-93.28659054,44.94870065,"3402924330212","{13C71D67-540C-4E98-95B2-195E0847EB7D}","3"
"102",481304.522,4978828.3011,36381,534340,2413,NA,NA,NA,NA,"Franklin","Avenue","East",NA,NA,NA,"2413 Franklin Avenue East","Minneapolis",55406,NA,NA,NA,0,"Centroid",-93.23705224,44.96264702,"3602924120196","{B1677727-ADB4-4191-8F65-C36320C137DC}","3"
"103",481329.8217,4978828.4643,36384,534343,2423,NA,NA,NA,NA,"Franklin","Avenue","East",NA,NA,NA,"2423 Franklin Avenue East","Minneapolis",55406,NA,NA,NA,0,"Centroid",-93.23673255,44.9626488,"3602924120196","{46872099-642F-4AB6-AECB-76BDFDFAD261}","3"
"104",478286.6128,4980470.8024,36902,534906,723,NA,NA,NA,NA,"Hennepin","Avenue",NA,NA,NA,NA,"723 Hennepin Avenue","Minneapolis",55403,NA,NA,NA,0,"Centroid",-93.27529868,44.97735637,"2202924430148","{00F20BD9-CE8A-4072-9D04-6D535409010D}","3"
"105",481850.7862,4980257.5747,36924,534923,123,NA,NA,NA,NA,"Harvard","Street","Southeast",NA,NA,NA,"123 Harvard Street Southeast","Minneapolis",55455,NA,NA,NA,0,"Structure",-93.23017731,44.97552737,"2502924110011","{27C3A5DB-9BB9-485E-87E3-AFC87593213B}","3"
"106",481091.163,4978471.438,37091,535092,2323,NA,NA,NA,NA,"Milwaukee","Avenue",NA,NA,NA,NA,"2323 Milwaukee Avenue","Minneapolis",55404,NA,NA,NA,0,"Centroid",-93.23974419,44.95943842,"3602924210249","{3A0FF4FF-E432-4B76-898F-05F5252C8AC4}","3"
"107",474766.9759,4974653.4684,37345,535348,3123,NA,NA,NA,NA,"43rd","Street","West",NA,NA,NA,"3123 43rd Street West","Minneapolis",55410,NA,NA,NA,0,"Centroid",-93.31972486,44.92486301,"0802824310160","{EF0F937E-B97C-4A4B-8084-3B0938493F23}","3"
"108",478127.4537,4977115.3625,37445,535520,3043,NA,NA,NA,NA,"Nicollet","Avenue",NA,NA,NA,NA,"3043 Nicollet Avenue","Minneapolis",55408,NA,NA,NA,0,"Centroid",-93.27750567,44.94691074,"0302824120162","{6CE4A639-2860-47E6-B3CD-DA1C2F96F097}","3"
"109",481089.6187,4977205.5849,37482,535562,2223,NA,NA,NA,NA,"Lake","Street","East",NA,NA,NA,"2223 Lake Street East","Minneapolis",55407,NA,NA,NA,0,"Centroid",-93.23971764,44.9480324,"0102824210125","{49549ADE-AAE8-46C1-97E9-1DA8572B41AD}","3"
"110",477512.7036,4984761.2046,37543,535636,3333,NA,NA,NA,NA,"4th","Street","North",NA,NA,NA,"3333 4th Street North","Minneapolis",55412,NA,NA,NA,0,"Centroid",-93.28539556,45.01594411,"1002924230194","{686312B9-AD4F-4800-B9D9-773196E98F2F}","3"
"111",476609.6277,4978039.1853,37554,535647,1313,NA,NA,NA,NA,"26th","Street","West",NA,NA,NA,"1313 26th Street West","Minneapolis",55408,NA,NA,NA,0,"Centroid",-93.29654458,44.95540443,"3302924420155","{027710C5-1D44-4BCF-BCB7-0D5507194D42}","3"
"112",478407.4906,4976244.636,37557,535650,3503,NA,NA,NA,NA,"2nd","Avenue","South",NA,NA,NA,"3503 2nd Avenue South","Minneapolis",55408,NA,NA,NA,0,"Centroid",-93.27367466,44.93930697,"0302824420043","{4BA4F426-3728-4AB4-88FC-69CEE5F7B6BC}","3"
"113",482137.313,4975380.1258,37614,535707,3923,NA,NA,NA,NA,"Hiawatha","Avenue",NA,NA,NA,NA,"3923 Hiawatha Avenue","Minneapolis",55406,NA,NA,NA,0,"Centroid",-93.22637079,44.93162819,"0702823220003","{285B35C2-3675-4956-B9A8-596636CAAC26}","3"
"114",482470.679,4977207.286,37624,535718,3423,NA,NA,NA,NA,"Lake","Street","East",NA,NA,NA,"3423 Lake Street East","Minneapolis",55406,NA,NA,NA,0,"Centroid",-93.22220956,44.94808449,"0602823210208","{AADE0911-425F-49DE-A75C-4EEAAF6912F3}","3"
"115",475540.7021,4987836.5779,37667,535761,2233,NA,NA,NA,NA,"49th","Avenue","North",NA,NA,NA,"2233 49th Avenue North","Minneapolis",55430,NA,NA,NA,0,"Centroid",-93.31057237,45.04356256,"1111821310001","{5B82750D-1FA8-47C4-A1BA-2EAFDB1A404C}","3"
"116",478705.5357,4977155.2058,37669,535763,3023,NA,NA,NA,NA,"4th","Avenue","South",NA,NA,NA,"3023 4th Avenue South","Minneapolis",55408,NA,NA,NA,0,"Centroid",-93.26993553,44.94751284,"0302824110111","{CCEE7E2A-44FB-41A8-AE3D-D53C7C4728EF}","3"
"117",478363.5343,4980818.0154,37686,535780,113,NA,NA,NA,NA,"5th","Street","North",NA,NA,NA,"113 5th Street North","Minneapolis",55403,NA,NA,NA,0,"Centroid",-93.27442796,44.98047468,"2202924430032","{3F5C0AFF-3577-429D-8505-5F848D0AB1E3}","3"
"118",480178.5849,4981682.7613,37689,535783,203,NA,NA,NA,NA,"5th","Street","Southeast",NA,NA,NA,"203 5th Street Southeast","Minneapolis",55414,NA,NA,NA,0,"Centroid",-93.25144086,44.98831201,"2302924110280","{CF51C94A-E5E2-43E6-BE75-A4DDB6EDF485}","3"
"119",477499.8801,4971201.2322,37698,535792,383,NA,NA,NA,NA,"60th","Street","West",NA,NA,NA,"383 60th Street West","Minneapolis",55419,NA,NA,NA,0,"Centroid",-93.28514118,44.8939075,"2202824330029","{9D5EE0A5-C569-4C99-9627-CE260BFD5C52}","3"
"120",480645.8149,4983169.1511,38057,536186,1323,NA,NA,NA,NA,"Tyler","Street","Northeast",NA,NA,NA,"1323 Tyler Street Northeast","Minneapolis",55413,NA,NA,NA,0,"Centroid",-93.2455711,45.00170516,"1302924230005","{9C7E366C-AF0C-443F-AF5D-FB1627F3426F}","3"
"121",478591.8428,4981133.0884,38072,536201,123,NA,NA,NA,NA,"Washington","Avenue","North",NA,NA,NA,"123 Washington Avenue North","Minneapolis",55401,NA,NA,NA,0,"Centroid",-93.27154561,44.98331784,"2202924410141","{BEA96F7C-814D-48D7-982F-C479A829B855}","3"
"122",477001.9052,4978883.9653,38108,536240,1933,NA,NA,NA,NA,"Colfax","Avenue","South",NA,NA,NA,"1933 Colfax Avenue South","Minneapolis",55426,NA,NA,NA,0,"Structure",-93.29159447,44.9630157,"2802924440545","{574D5F92-E617-4497-A934-285A6E8652F5}","3"
"123",481049.5253,4977104.0376,38132,536264,3033,NA,NA,NA,NA,"22nd","Avenue","South",NA,NA,NA,"3033 22nd Avenue South","Minneapolis",55407,NA,NA,NA,0,"Centroid",-93.24022387,44.947231,"0102824210125","{0207B535-EAFC-483B-B3CC-7C68F73A1462}","3"
"124",477619.1955,4976527.483,38134,536267,3333,NA,NA,NA,NA,"Grand","Avenue","South",NA,NA,NA,"3333 Grand Avenue South","Minneapolis",55408,NA,NA,NA,0,"Centroid",-93.28367834,44.94182876,"0302824230172","{DB2D841B-6C57-474F-BE62-475E80122D8E}","3"
"125",475170.2121,4974511.4005,38137,536270,4353,NA,NA,NA,NA,"Upton","Avenue","South",NA,NA,NA,"4353 Upton Avenue South","Minneapolis",55410,NA,NA,NA,0,"Centroid",-93.31461983,44.92359887,"0802824420337","{E75C5F44-D9ED-4D09-9A2A-A9F1BF367074}","3"
"126",481555.794,4974434.1333,38140,536273,2703,NA,NA,NA,NA,"44th","Street","East",NA,NA,NA,"2703 44th Street East","Minneapolis",55406,NA,"Playground",NA,0,"Structure",-93.23370568,44.92309755,"1202824430001","{76FA6BF0-BDC4-4066-B5F0-D87814FDFDB7}","3"
"127",480500.9507,4977221.2542,38151,536286,3003,NA,NA,NA,NA,"Cedar","Avenue","South",NA,NA,NA,"3003 Cedar Avenue South","Minneapolis",55407,NA,NA,NA,0,"Centroid",-93.24718058,44.94814652,"0102824220132","{710DEF64-275D-4EDB-BDCD-25D702DCE854}","3"
"128",480523.104,4979974.1621,38156,536291,233,NA,NA,NA,NA,"Cedar","Avenue","South",NA,NA,NA,"233 Cedar Avenue South","Minneapolis",55454,NA,NA,NA,0,"Structure",-93.24700453,44.97294095,"2502924230076","{DE44FA25-2140-4E68-AFA9-1C4C8F4006C0}","3"
"129",481332.239,4985228.1769,38158,536293,2853,NA,NA,NA,NA,"Johnson","Street","Northeast",NA,NA,NA,"2853 Johnson Street Northeast","Minneapolis",55418,NA,NA,NA,0,"Centroid",-93.23693805,45.02025856,"1202924120225","{2F1B87E4-1006-48E5-8A50-416C78514A45}","3"
"130",477089.9185,4976053.2459,38162,536297,813,NA,NA,NA,NA,"36th","Street","West",NA,NA,NA,"813 36th Street West","Minneapolis",55409,NA,NA,NA,0,"Centroid",-93.29036536,44.93754286,"0402824440022","{10F07E49-C1CD-4865-B38A-8821537F3B28}","3"
"131",477725.4405,4979944.5701,38322,536732,1423,NA,NA,NA,NA,"Harmon","Place",NA,NA,NA,NA,"1423 Harmon Place","Minneapolis",55403,NA,NA,NA,0,"Centroid",-93.28248259,44.97259693,"2702924241550","{2DFB9E6D-2364-47D1-A118-702EC1A5E578}","3"
"132",477202.5632,4981360.4948,38353,536712,713,NA,NA,"West",NA,"Lyndale","Avenue","North",NA,NA,NA,"713 West Lyndale Avenue North","Minneapolis",55411,NA,NA,NA,0,"Structure",-93.2891776,44.98532166,"2102924140069","{A3C827B4-73BC-4453-B598-0E3FB0F97067}","3"
"133",479512.2008,4983189.4542,38366,536760,1333,NA,NA,NA,NA,"5th","Street","Northeast",NA,NA,NA,"1333 5th Street Northeast","Minneapolis",55413,NA,NA,NA,0,"Centroid",-93.26008456,45.00185627,"1402924240078","{4C97C69A-0138-4D83-AFA1-34D79A4EDB58}","3"
"134",478535.2503,4977237.2931,38583,537080,313,NA,NA,NA,NA,"Lake","Street","East",NA,NA,NA,"313 Lake Street East","Minneapolis",55408,NA,NA,NA,0,"Door",-93.27209759,44.94824666,"0302824110092","{5004414A-4D61-4A69-8358-907B5509A45E}","3"
"135",476850.0107,4981395.0576,38596,537110,703,NA,NA,NA,NA,"Van White Memorial","Boulevard",NA,NA,NA,NA,"703 Van White Memorial Boulevard","Minneapolis",55411,NA,NA,NA,0,"Door",-93.29365516,44.98562137,"2102924130025","{ABCCF44B-E5DE-46BC-80A1-808914D774E9}","3"
"136",476877.7391,4981419.1876,38601,537115,713,NA,NA,NA,NA,"Van White Memorial","Boulevard",NA,NA,NA,NA,"713 Van White Memorial Boulevard","Minneapolis",55411,NA,NA,NA,0,"Door",-93.29330185,44.98583759,"2102924130025","{7DA8123F-2696-4038-999C-D27972582CFC}","3"
"137",476897.9533,4981449.7735,38604,537118,723,NA,NA,NA,NA,"Van White Memorial","Boulevard",NA,NA,NA,NA,"723 Van White Memorial Boulevard","Minneapolis",55411,NA,NA,NA,0,"Door",-93.29304552,44.98611644,"2102924130025","{523A2061-B009-4D1E-B756-35ABA88948DD}","3"
"138",483333.3869,4981487.5904,39225,537799,3003,NA,NA,NA,NA,"Fairmount","Street","Southeast",NA,NA,NA,"3003 Fairmount Street Southeast","Minneapolis",55414,NA,NA,NA,0,"Centroid",-93.21141841,44.98663619,"1902923140002","{DCDCB2D8-8D76-44D8-86D7-33098C55772F}","3"
"139",481332.4949,4978001.6426,39353,537936,2423,NA,NA,NA,NA,"26th","Street","East",NA,NA,NA,"2423 26th Street East","Minneapolis",55406,NA,NA,NA,0,"Structure",-93.23666696,44.95520625,"3602924420052","{CA4B22B8-6B87-483F-B798-3BC81FA63183}","3"
"140",481716.6182,4981258.8688,39354,537937,803,NA,NA,NA,NA,"15th","Avenue","Southeast",NA,NA,NA,"803 15th Avenue Southeast","Minneapolis",55414,NA,NA,NA,0,"Centroid",-93.23191764,44.98453746,"2402924140141","{AA7E790C-6F78-43D6-85A6-DA67D72A90BD}","3"
"141",481714.226,4981254.5627,39357,537940,1403,NA,NA,NA,NA,"8th","Street","Southeast",NA,NA,NA,"1403 8th Street Southeast","Minneapolis",55414,NA,NA,NA,0,"Centroid",-93.2319454,44.98449864,"2402924140141","{CEE2913D-FE35-43AB-8068-DCEDF49FC2AD}","3"
"142",480516.17,4979339.0583,39574,538173,613,NA,NA,NA,NA,"Cedar","Avenue","South",NA,NA,NA,"613 Cedar Avenue South","Minneapolis",55454,NA,NA,NA,0,"Door",-93.24706791,44.96722362,"2502924320614","{FEC2AD70-658C-4CEE-AC5A-6D217B34B1A5}","3"
"143",477509.723,4971201.0913,39928,538619,403,NA,NA,NA,NA,"60th","Street","West",NA,NA,NA,"403 60th Street West","Minneapolis",55419,NA,NA,NA,0,"Centroid",-93.28482892,44.89387741,"2202824330029","{6D8B4EAC-B925-43E9-A81A-F59084573DEE}","3"
"144",481628.3771,4977422.3904,39984,538689,2903,NA,NA,NA,NA,"27th","Avenue","South",NA,NA,NA,"2903 27th Avenue South","Minneapolis",55406,NA,NA,NA,0,"Centroid",-93.2328947,44.94999958,"3602924430082","{75C271A9-829E-4F0B-8613-5839FB4A5A90}","3"
"145",479069.0621,4979108.763,39998,538703,643,NA,NA,NA,NA,"18th","Street","East",NA,NA,NA,"643 18th Street East","Minneapolis",55404,NA,NA,NA,0,"Door",-93.26540845,44.96510936,"2602924330033","{5BB554E5-4533-40D1-995C-02FCF5F4A89B}","3"
"146",479082.2729,4985192.0669,40005,538711,123,NA,NA,NA,NA,"27th","Avenue","Northeast",NA,NA,NA,"123 27th Avenue Northeast","Minneapolis",55418,NA,NA,NA,0,"Centroid",-93.26516281,45.0209492,"0202924330014","{95298C90-58CF-44C1-920D-C20AC9F0A701}","3"
"147",476748.5879,4978438.6439,40010,538718,1213,NA,NA,NA,NA,"24th","Street","West",NA,NA,NA,"1213 24th Street West","Minneapolis",55405,NA,NA,NA,0,"Centroid",-93.29480126,44.95900487,"3302924130105","{C222AD54-D7F8-4B74-9B51-FCAFED5C2AB9}","3"
"148",483566.2645,4979183.0053,40131,167695,103,NA,NA,NA,NA,"Bedford","Street","Southeast",NA,NA,NA,"103 Bedford Street Southeast","Minneapolis",55414,NA,NA,NA,0,"Centroid",-93.2084,44.9659,"3002923440018","{955412F4-0172-4ED4-B3DB-6B5B4E2706DF}","3"
"149",483317.434,4979296.4737,40134,176930,103,NA,NA,NA,NA,"Orlin","Avenue","Southeast",NA,NA,NA,"103 Orlin Avenue Southeast","Minneapolis",55414,NA,NA,NA,0,"Centroid",-93.2116,44.9669,"3002923410093","{C36B6438-6D8E-4B36-8D1E-E1FA16A1DCF6}","3"
"150",482879.919,4979365.1834,40147,168887,133,NA,NA,NA,NA,"Arthur","Avenue","Southeast",NA,NA,NA,"133 Arthur Avenue Southeast","Minneapolis",55414,NA,NA,NA,0,"Centroid",-93.2171,44.9675,"3002923420057","{D8C62489-9AB9-4167-8184-FC6AF35E8835}","3"
"151",481789.4227,4976784.3503,40175,167704,3223,NA,NA,NA,NA,"Minnehaha","Avenue",NA,NA,NA,NA,"3223 Minnehaha Avenue","Minneapolis",55406,NA,NA,NA,0,"Centroid",-93.2308,44.9443,"0102824140010","{9664BE8C-C026-4073-AA39-3C337B226BF6}","3"
"152",474232.2636,4978984.558,40221,177117,1933,NA,NA,NA,NA,"Ewing","Avenue","South",NA,NA,NA,"1933 Ewing Avenue South","Minneapolis",55416,NA,NA,NA,0,"Centroid",-93.3267,44.9638,"2902924330055","{1E1DFE76-27C0-4AE9-8103-D339074CE876}","3"
"153",475538.8101,4979528.1544,40284,176244,1013,NA,NA,NA,NA,"Madeira","Avenue",NA,NA,NA,NA,"1013 Madeira Avenue","Minneapolis",55405,NA,NA,NA,0,"Centroid",-93.3102,44.9688,"2902924410029","{15ED97E6-6C54-4175-858F-E32821DB27DE}","3"
"154",482344.0572,4979702.8173,40285,163979,523,NA,NA,NA,NA,"Erie","Street","Southeast",NA,NA,NA,"523 Erie Street Southeast","Minneapolis",55414,NA,NA,NA,0,"Centroid",-93.2239,44.9706,"3002923230137","{E44B9AC9-34D3-4023-9508-C8D034F7BEB0}","3"
"155",483218.9046,4979280.0657,40392,216487,83,NA,NA,NA,NA,"Seymour","Avenue","Southeast",NA,NA,NA,"83 Seymour Avenue Southeast","Minneapolis",55414,NA,NA,NA,0,"Centroid",-93.2128,44.9668,"3002923410077","{F471E436-B595-4F7D-AE25-1D4D5306B44C}","3"
"156",482842.8461,4978097.9019,40424,190540,2543,NA,NA,NA,NA,"38th","Avenue","South",NA,NA,NA,"2543 38th Avenue South","Minneapolis",55406,NA,NA,NA,0,"Centroid",-93.2175,44.9561,"3102923130016","{8C3637B9-EC50-4354-8134-458B5BE5F988}","3"
"157",483461.1764,4979259.2601,40536,178265,153,NA,NA,NA,NA,"Orlin","Avenue","Southeast",NA,NA,NA,"153 Orlin Avenue Southeast","Minneapolis",55414,NA,NA,NA,0,"Centroid",-93.2097,44.9666,"3002923410102","{BD4D26BB-DB03-43DB-8893-1EF4F6E96A5D}","3"
"158",474913.5996,4980319.6912,40591,166428,43,NA,NA,NA,NA,"Xerxes","Avenue","South",NA,NA,NA,"43 Xerxes Avenue South","Minneapolis",55405,NA,NA,NA,0,"Centroid",-93.3182,44.9759,"2902924120108","{6F1D578F-8688-4254-B4DE-A9E3F1D2EFBB}","3"
"159",483037.6508,4979423.8888,40655,178421,13,NA,NA,NA,NA,"Barton","Avenue","Southeast",NA,NA,NA,"13 Barton Avenue Southeast","Minneapolis",55414,NA,NA,NA,0,"Centroid",-93.2151,44.9681,"3002923420123","{EB34817D-E8D8-4EB1-BAEF-4089E49A9069}","3"
"160",475437.8512,4978982.6367,40684,168449,1963,NA,NA,NA,NA,"Sheridan","Avenue","South",NA,NA,NA,"1963 Sheridan Avenue South","Minneapolis",55405,NA,NA,NA,0,"Centroid",-93.3115,44.9639,"2902924440089","{73E91A7F-9327-43A5-8FDA-6E977BFA2621}","3"
"161",483030.8022,4979461.3092,40738,165320,3,NA,NA,NA,NA,"Barton","Avenue","Southeast",NA,NA,NA,"3 Barton Avenue Southeast","Minneapolis",55414,NA,NA,NA,0,"Centroid",-93.2152,44.9684,"3002923420121","{DDEE9A06-55E3-4246-9152-80BBEA8D637B}","3"
"162",483532.9998,4979535.6455,40828,172765,3353,NA,NA,NA,NA,"University","Avenue","Southeast",NA,NA,NA,"3353 University Avenue Southeast","Minneapolis",55414,NA,NA,NA,0,"Centroid",-93.2088,44.9691,"3002923410050","{5824AA19-DE00-4F35-A63D-13A070D98AC3}","3"
"163",483545.2858,4978988.6367,40852,169973,143,NA,NA,NA,NA,"Bedford","Street","Southeast",NA,NA,NA,"143 Bedford Street Southeast","Minneapolis",55414,NA,NA,NA,0,"Centroid",-93.2087,44.9642,"3002923440158","{4AA491CD-3057-4999-80BF-8D3D77CC52B6}","3"
"164",475312.6346,4980087.7993,40853,215851,253,NA,NA,NA,NA,"Thomas","Avenue","South",NA,NA,NA,"253 Thomas Avenue South","Minneapolis",55405,NA,NA,NA,0,"Centroid",-93.3131,44.9738,"2902924110151","{4FE76445-3803-4044-B1AD-B356C5B34465}","3"
"165",482253.3603,4978503.4867,40992,190707,2313,NA,NA,NA,NA,"32nd","Avenue","South",NA,NA,NA,"2313 32nd Avenue South","Minneapolis",55406,NA,NA,NA,0,"Centroid",-93.225,44.9598,"3102923220118","{896651AF-D03F-4B58-9218-38DB42627402}","3"
"166",482588.444,4979648.1124,40993,165113,133,NA,NA,NA,NA,"27th","Avenue","Southeast",NA,NA,NA,"133 27th Avenue Southeast","Minneapolis",55414,NA,NA,NA,0,"Centroid",-93.2208,44.9701,"3002923240008","{EE084CE7-05DA-4986-B367-4E4089F1AED2}","3"
"167",483378.9189,4979113.5728,41006,164181,43,NA,NA,NA,NA,"Melbourne","Avenue","Southeast",NA,NA,NA,"43 Melbourne Avenue Southeast","Minneapolis",55414,NA,NA,NA,0,"Centroid",-93.2108,44.9653,"3002923440077","{1CE3EFA2-3119-4F22-B366-18536686E0C2}","3"
"168",483333.7157,4979069.6866,41008,168321,2003,NA,NA,NA,NA,"Franklin","Avenue","Southeast",NA,NA,NA,"2003 Franklin Avenue Southeast","Minneapolis",55414,NA,NA,NA,0,"Centroid",-93.2113,44.9649,"3002923440095","{6FA31C72-EEBB-4FBD-BBA6-E3C231CB3173}","3"
"169",482132.0878,4978117.1849,41027,177913,2533,NA,NA,NA,NA,"31st","Avenue","South",NA,NA,NA,"2533 31st Avenue South","Minneapolis",55406,NA,NA,NA,0,"Centroid",-93.2265,44.9563,"3102923230071","{69092D1F-1D2B-4BF2-A15A-5F0C829C6B32}","3"
"170",483295.2822,4979327.0503,41028,178251,93,NA,NA,NA,NA,"Orlin","Avenue","Southeast",NA,NA,NA,"93 Orlin Avenue Southeast","Minneapolis",55414,NA,NA,NA,0,"Centroid",-93.2118,44.9672,"3002923410091","{6C945EC8-943D-4509-AC7B-C143481FB0B6}","3"
"171",482288.4285,4979495.4188,41075,231380,933,NA,NA,NA,NA,"Dartmouth","Place",NA,NA,NA,NA,"933 Dartmouth Place","Minneapolis",55414,NA,NA,NA,0,"Centroid",-93.2246,44.9687,"3002923320122","{50BA2743-540F-4818-AECD-6FD2C5E8664D}","3"
"172",482224.4887,4979697.2583,41077,176113,523,NA,NA,NA,NA,"Ontario","Street","Southeast",NA,NA,NA,"523 Ontario Street Southeast","Minneapolis",55414,NA,NA,NA,0,"Centroid",-93.2254,44.9705,"3002923230097","{2E0B8E41-9507-4BD8-99E0-7E7FFFF969DF}","3"
"173",482868.1345,4979469.6343,41090,192976,73,NA,NA,NA,NA,"Arthur","Avenue","Southeast",NA,NA,NA,"73 Arthur Avenue Southeast","Minneapolis",55414,NA,NA,NA,0,"Centroid",-93.2173,44.9685,"3002923420064","{FCF8F21C-6F9A-44E9-AE1E-42746EC0A14E}","3"
"174",483191.0817,4979067.8457,41100,164160,1833,NA,NA,NA,NA,"Franklin","Avenue","Southeast",NA,NA,NA,"1833 Franklin Avenue Southeast","Minneapolis",55414,NA,NA,NA,0,"Centroid",-93.2131,44.9649,"3002923430115","{A968A4FA-B81D-4D75-B0F8-C3999E9F234B}","3"
"175",482342.9897,4979608.9007,41188,173127,613,NA,NA,NA,NA,"Erie","Street","Southeast",NA,NA,NA,"613 Erie Street Southeast","Minneapolis",55414,NA,NA,NA,0,"Centroid",-93.2239,44.9697,"3002923320019","{ACFDA5A0-B1CB-4F16-ABE3-9947CEB6F053}","3"
"176",475298.5902,4979607.652,41193,180967,2523,NA,NA,"South",NA,"Wayzata","Boulevard",NA,NA,NA,NA,"2523 South Wayzata Boulevard","Minneapolis",55405,NA,NA,NA,0,"Centroid",-93.3133,44.9695,"2902924410025","{38878781-73E8-4220-AB7D-7FF2A374DE4D}","3"
"177",482234.6693,4979566.947,41199,172979,623,NA,NA,NA,NA,"Ontario","Street","Southeast",NA,NA,NA,"623 Ontario Street Southeast","Minneapolis",55414,NA,NA,NA,0,"Centroid",-93.2253,44.9693,"3002923320034","{4FCFB30F-E0E7-48A1-809B-FB38820A1464}","3"
"178",482118.6401,4979700.0825,41236,165758,523,NA,NA,NA,NA,"Oak","Street","Southeast",NA,NA,NA,"523 Oak Street Southeast","Minneapolis",55414,NA,NA,NA,0,"Centroid",-93.2268,44.9705,"3002923230077","{D4A2108A-1615-4D4E-A35A-D6FB40638AD0}","3"
"179",482446.6069,4979201.5106,41249,169719,803,NA,NA,NA,NA,"Huron","Street","Southeast",NA,NA,NA,"803 Huron Street Southeast","Minneapolis",55414,NA,NA,NA,0,"Centroid",-93.22258525,44.96603593,"3002923340073","{E4929CE3-464B-40C0-A6E8-0B7815794C70}","3"
"180",483413.8498,4979269.2247,41281,168498,143,NA,NA,NA,NA,"Orlin","Avenue","Southeast",NA,NA,NA,"143 Orlin Avenue Southeast","Minneapolis",55414,NA,NA,NA,0,"Centroid",-93.2103,44.9667,"3002923410100","{822C9346-0251-4C8B-B9CB-7C7C15A60A5D}","3"
"181",476096.566,4977517.8394,41312,190002,2863,NA,NA,NA,NA,"James","Avenue","South",NA,NA,NA,"2863 James Avenue South","Minneapolis",55408,NA,NA,NA,0,"Centroid",-93.303,44.9507,"3302924340075","{6435BFAF-B97E-4C7D-8450-95978CBBFA74}","3"
"182",482544.938,4977979.2735,41335,190521,2613,NA,NA,NA,NA,"35th","Avenue","South",NA,NA,NA,"2613 35th Avenue South","Minneapolis",55406,NA,NA,NA,0,"Centroid",-93.2213,44.955,"3102923310060","{7665BD54-082F-40DB-8EBE-C97C5D491244}","3"
"183",474604.9226,4979420.1076,41399,179303,1433,NA,NA,NA,NA,"Cedar Lake","Parkway",NA,NA,NA,NA,"1433 Cedar Lake Parkway","Minneapolis",55416,NA,NA,NA,0,"Centroid",-93.322,44.9678,"2902924310098","{BFA94837-A8C4-4078-B749-F0B4EB6B6529}","3"
"184",477157.9121,4979226.2902,41460,190055,803,NA,NA,NA,NA,"Douglas","Avenue",NA,NA,NA,NA,"803 Douglas Avenue","Minneapolis",55403,NA,NA,NA,0,"Centroid",-93.2897,44.9661,"2802924440089","{9510E430-63B8-4CE2-B164-943FD071552F}","3"
"185",483328.6196,4980013.1995,41476,168387,543,NA,NA,NA,NA,"Malcolm","Avenue","Southeast",NA,NA,NA,"543 Malcolm Avenue Southeast","Minneapolis",55414,NA,NA,NA,0,"Centroid",-93.2114,44.9734,"3002923140050","{1B17EC1D-D918-49ED-963A-F1EE4DD83797}","3"
